timestamp,station_id,sensor_id,location,pm25,pm10,co,no2,o3,temperature,humidity,wind_speed,aqi,aqi_category
2026-05-09 20:04:30.613544,STN-ESP-02,AQM-003,España-UST,18.06,55.43,2.1,134.53,58.34,29.8,63.6,4.78,325.46,Unhealthy
2026-05-09 07:07:30.613566,STN-EDSA-01,AQM-002,EDSA-Guadalupe,12.5,108.95,2.81,98.59,26.71,31.6,74.0,1.86,331.72,Unhealthy
2026-05-10 00:05:30.613586,STN-C5-03,AQM-001,C5-Pasig,27.86,81.81,1.08,109.21,58.48,30.9,89.2,4.96,328.54,Unhealthy
2026-05-09 14:57:30.613606,STN-UPD-05,AQM-003,UP Diliman,24.74,37.23,0.92,74.63,42.91,30.7,70.6,4.22,215.31,Unhealthy
2026-05-09 21:56:30.613626,STN-QUI-04,AQM-002,Quiapo-Plaza Miranda,66.56,135.79,1.96,182.91,48.65,29.6,80.6,5.69,590.06,Unhealthy
2026-05-09 14:43:30.613645,STN-UPD-05,AQM-005,UP Diliman,6.36,49.71,1.45,22.54,23.08,31.4,63.3,2.69,120.7,Unhealthy for Sensitive
2026-05-09 07:05:30.613666,STN-ESP-02,AQM-001,España-UST,48.63,29.83,1.52,141.18,5.29,31.6,72.3,4.13,359.99,Unhealthy
2026-05-09 04:46:30.613686,STN-ESP-02,AQM-003,España-UST,40.23,115.75,2.51,115.53,58.2,30.2,86.4,2.12,417.79,Unhealthy
2026-05-09 04:14:30.613707,STN-UPD-05,AQM-001,UP Diliman,13.71,17.63,1.1,15.75,52.69,33.1,85.9,1.37,83.18,Moderate
2026-05-09 15:16:30.613727,STN-QUI-04,AQM-002,Quiapo-Plaza Miranda,43.4,21.16,3.22,208.38,16.48,33.9,84.1,3.22,456.93,Unhealthy
2026-05-09 17:53:30.613748,STN-C5-03,AQM-002,C5-Pasig,38.54,59.3,1.88,28.61,25.76,33.5,61.4,5.48,209.92,Unhealthy
2026-05-09 04:43:30.613768,STN-C5-03,AQM-003,C5-Pasig,27.52,16.75,0.96,40.71,31.25,28.7,87.8,0.93,145.81,Unhealthy for Sensitive
2026-05-09 03:42:30.613788,STN-UPD-05,AQM-003,UP Diliman,23.85,33.5,0.53,94.73,55.62,26.7,68.5,4.86,235.26,Unhealthy
2026-05-09 05:27:30.613808,STN-C5-03,AQM-002,C5-Pasig,9.92,17.83,0.34,111.0,20.25,30.3,64.6,2.59,211.18,Unhealthy
2026-05-09 08:37:30.613830,STN-UPD-05,AQM-005,UP Diliman,28.11,62.16,0.76,41.29,48.11,31.3,78.8,0.85,200.37,Unhealthy
2026-05-09 06:23:30.613850,STN-UPD-05,AQM-004,UP Diliman,27.3,38.85,0.74,31.73,25.92,33.3,69.3,3.82,156.26,Unhealthy
2026-05-09 23:37:30.613870,STN-UPD-05,AQM-005,UP Diliman,6.36,41.19,1.39,76.74,17.16,28.5,77.8,5.83,191.13,Unhealthy
2026-05-09 18:24:30.613891,STN-QUI-04,AQM-005,Quiapo-Plaza Miranda,56.9,103.19,2.43,74.17,11.95,31.5,50.7,5.49,373.21,Unhealthy
2026-05-10 00:14:30.613911,STN-QUI-04,AQM-001,Quiapo-Plaza Miranda,22.67,141.84,3.38,75.08,34.86,35.8,55.6,2.86,361.98,Unhealthy
2026-05-09 02:32:30.613932,STN-UPD-05,AQM-003,UP Diliman,31.42,59.28,1.33,90.63,47.92,31.6,84.1,2.65,283.27,Unhealthy
2026-05-09 17:37:30.613952,STN-QUI-04,AQM-002,Quiapo-Plaza Miranda,71.25,90.73,1.13,83.66,58.25,24.5,62.5,5.49,388.13,Unhealthy
2026-05-09 03:58:30.613972,STN-ESP-02,AQM-003,España-UST,18.88,24.91,0.75,108.43,58.75,24.1,63.1,2.24,237.76,Unhealthy
2026-05-09 21:06:30.613993,STN-EDSA-01,AQM-001,EDSA-Guadalupe,13.71,34.28,2.46,111.17,45.17,32.8,56.1,1.1,259.94,Unhealthy
2026-05-09 05:46:30.614013,STN-UPD-05,AQM-005,UP Diliman,21.28,41.08,0.51,59.11,28.18,26.6,62.9,3.94,185.61,Unhealthy
2026-05-09 21:46:30.614033,STN-ESP-02,AQM-004,España-UST,56.24,40.09,2.2,25.78,43.48,33.3,85.4,4.24,221.23,Unhealthy
2026-05-09 02:55:30.614053,STN-C5-03,AQM-002,C5-Pasig,7.2,72.95,1.67,20.52,32.76,33.8,82.2,2.11,149.43,Unhealthy for Sensitive
2026-05-09 03:25:30.614076,STN-UPD-05,AQM-005,UP Diliman,22.18,27.82,1.25,16.75,56.83,25.2,64.9,1.99,115.39,Unhealthy for Sensitive
2026-05-09 19:11:30.614096,STN-ESP-02,AQM-003,España-UST,51.14,61.97,2.32,88.53,59.51,34.4,87.9,4.06,332.62,Unhealthy
2026-05-09 18:30:30.614116,STN-QUI-04,AQM-001,Quiapo-Plaza Miranda,11.76,96.18,0.9,121.73,53.86,26.9,58.7,4.93,330.57,Unhealthy
2026-05-09 10:06:30.614136,STN-ESP-02,AQM-003,España-UST,24.65,62.74,1.87,73.01,36.31,33.4,88.1,0.51,252.82,Unhealthy
2026-05-09 19:43:30.614157,STN-C5-03,AQM-001,C5-Pasig,23.67,94.46,1.05,23.46,15.76,31.5,50.7,0.92,206.36,Unhealthy
2026-05-09 18:22:30.614177,STN-ESP-02,AQM-001,España-UST,10.98,73.27,2.95,22.16,45.82,34.3,54.4,1.58,172.61,Unhealthy
2026-05-09 11:24:30.614201,STN-QUI-04,AQM-001,Quiapo-Plaza Miranda,21.21,99.27,1.08,102.0,54.95,27.8,76.3,3.56,325.29,Unhealthy
2026-05-09 15:19:30.614220,STN-UPD-05,AQM-002,UP Diliman,27.17,49.82,0.89,25.3,5.09,29.8,76.3,1.7,160.93,Unhealthy
2026-05-09 16:27:30.614241,STN-C5-03,AQM-004,C5-Pasig,14.78,82.05,0.59,123.69,47.62,30.4,67.8,2.84,319.49,Unhealthy
2026-05-09 16:49:30.614260,STN-QUI-04,AQM-004,Quiapo-Plaza Miranda,19.2,109.3,1.55,106.48,36.5,29.4,71.3,1.65,344.76,Unhealthy
2026-05-10 01:39:30.614279,STN-C5-03,AQM-003,C5-Pasig,43.97,65.21,1.44,18.73,22.82,35.0,86.6,1.23,208.73,Unhealthy
2026-05-09 23:09:30.614303,STN-UPD-05,AQM-003,UP Diliman,27.6,54.57,0.23,77.97,42.85,26.2,73.7,2.0,239.94,Unhealthy
2026-05-09 14:14:30.614323,STN-QUI-04,AQM-003,Quiapo-Plaza Miranda,53.83,108.95,1.66,103.91,11.43,29.5,72.5,1.77,410.85,Unhealthy
2026-05-09 04:18:30.614343,STN-UPD-05,AQM-004,UP Diliman,15.8,28.35,1.08,83.0,23.55,24.9,84.2,0.76,200.93,Unhealthy
2026-05-09 17:15:30.614362,STN-ESP-02,AQM-003,España-UST,43.83,26.55,0.94,115.71,57.35,33.4,74.3,4.35,302.44,Unhealthy
2026-05-09 22:05:30.614382,STN-ESP-02,AQM-005,España-UST,9.53,70.53,1.88,94.73,19.43,27.6,84.8,4.65,264.55,Unhealthy
2026-05-09 15:28:30.614401,STN-C5-03,AQM-001,C5-Pasig,13.41,59.18,1.05,116.7,25.01,28.3,66.0,1.46,283.38,Unhealthy
2026-05-09 04:48:30.614421,STN-C5-03,AQM-004,C5-Pasig,7.49,40.27,2.33,43.64,26.95,35.8,71.6,5.92,152.11,Unhealthy
2026-05-09 15:23:30.614441,STN-EDSA-01,AQM-001,EDSA-Guadalupe,36.72,106.56,3.58,106.69,30.57,24.8,61.4,1.41,397.1,Unhealthy
2026-05-09 02:19:30.614460,STN-C5-03,AQM-001,C5-Pasig,43.37,28.26,1.04,66.19,22.37,35.6,68.6,3.66,230.29,Unhealthy
2026-05-09 06:42:30.614480,STN-UPD-05,AQM-004,UP Diliman,18.63,19.33,0.86,8.92,28.41,32.1,61.0,1.9,82.43,Moderate
2026-05-09 02:29:30.614499,STN-C5-03,AQM-004,C5-Pasig,13.95,67.77,0.32,79.89,56.35,29.0,86.1,2.08,232.24,Unhealthy
2026-05-09 19:19:30.614519,STN-EDSA-01,AQM-005,EDSA-Guadalupe,34.29,124.8,2.03,25.22,27.92,30.8,58.8,2.82,276.45,Unhealthy
2026-05-09 09:10:30.614538,STN-ESP-02,AQM-001,España-UST,36.09,103.66,1.53,105.72,23.28,27.8,85.4,2.82,370.44,Unhealthy
2026-05-09 19:13:30.614558,STN-UPD-05,AQM-004,UP Diliman,5.78,8.3,1.27,65.3,29.44,28.9,74.9,1.27,132.19,Unhealthy for Sensitive
2026-05-09 04:33:30.614578,STN-C5-03,AQM-003,C5-Pasig,15.37,83.59,1.73,118.55,37.01,30.2,79.5,1.39,326.18,Unhealthy
2026-05-09 20:47:30.614598,STN-QUI-04,AQM-002,Quiapo-Plaza Miranda,64.77,18.03,3.02,83.08,33.37,26.0,57.2,4.49,305.98,Unhealthy
2026-05-09 14:42:30.614617,STN-QUI-04,AQM-002,Quiapo-Plaza Miranda,22.77,109.24,3.48,128.84,51.97,31.6,64.9,5.87,404.71,Unhealthy
2026-05-09 07:03:30.614636,STN-EDSA-01,AQM-004,EDSA-Guadalupe,47.3,120.36,1.82,41.38,16.72,29.9,72.1,3.23,319.31,Unhealthy
2026-05-09 08:48:30.614656,STN-UPD-05,AQM-002,UP Diliman,19.95,14.8,0.64,26.18,21.16,35.0,65.3,2.55,103.31,Unhealthy for Sensitive
2026-05-09 23:53:30.614675,STN-UPD-05,AQM-002,UP Diliman,11.96,32.02,0.43,65.39,13.84,33.8,89.3,3.51,164.78,Unhealthy
2026-05-09 06:43:30.614695,STN-C5-03,AQM-003,C5-Pasig,29.23,74.84,1.15,136.67,18.47,24.1,55.7,3.77,364.79,Unhealthy
2026-05-09 19:43:30.614714,STN-UPD-05,AQM-003,UP Diliman,9.52,20.83,1.04,45.93,53.94,30.1,82.1,1.77,123.36,Unhealthy for Sensitive
2026-05-09 21:19:30.614734,STN-QUI-04,AQM-002,Quiapo-Plaza Miranda,37.58,74.12,2.86,69.13,27.38,24.6,72.2,0.78,296.4,Unhealthy
2026-05-09 15:06:30.614753,STN-ESP-02,AQM-001,España-UST,24.28,32.0,0.64,160.41,39.59,27.5,80.1,1.7,334.01,Unhealthy
2026-05-09 12:26:30.614772,STN-ESP-02,AQM-005,España-UST,46.72,69.93,2.4,28.95,32.48,25.6,57.2,5.67,244.74,Unhealthy
2026-05-09 16:07:30.614794,STN-ESP-02,AQM-004,España-UST,35.08,29.49,1.09,178.67,28.36,32.1,88.2,4.7,384.43,Unhealthy
2026-05-09 18:05:30.614814,STN-C5-03,AQM-001,C5-Pasig,30.07,36.11,1.39,103.78,13.87,31.7,88.9,5.5,273.08,Unhealthy
2026-05-09 10:35:30.614833,STN-EDSA-01,AQM-003,EDSA-Guadalupe,20.1,125.99,0.5,145.18,43.62,32.3,73.2,3.41,414.11,Unhealthy
2026-05-09 17:56:30.614853,STN-QUI-04,AQM-001,Quiapo-Plaza Miranda,13.61,87.56,3.25,201.08,10.22,26.0,69.4,0.55,466.45,Unhealthy
2026-05-09 11:17:30.614873,STN-EDSA-01,AQM-002,EDSA-Guadalupe,31.95,120.7,3.31,45.44,30.63,35.4,86.5,2.41,310.01,Unhealthy
2026-05-09 18:54:30.614892,STN-UPD-05,AQM-004,UP Diliman,28.72,16.0,0.18,73.98,39.98,34.2,72.9,5.2,189.37,Unhealthy
2026-05-09 04:03:30.614911,STN-QUI-04,AQM-001,Quiapo-Plaza Miranda,33.26,130.33,1.16,27.66,11.27,28.7,65.5,4.2,276.03,Unhealthy
2026-05-09 04:30:30.614930,STN-ESP-02,AQM-001,España-UST,59.18,43.67,0.97,120.35,39.7,35.9,66.3,4.56,360.98,Unhealthy
2026-05-09 14:42:30.614949,STN-ESP-02,AQM-003,España-UST,27.83,102.11,2.53,19.72,54.82,29.7,71.3,3.65,233.02,Unhealthy
2026-05-09 04:59:30.614968,STN-UPD-05,AQM-004,UP Diliman,9.43,62.18,0.65,38.38,55.65,27.0,65.6,2.76,157.51,Unhealthy
2026-05-09 10:58:30.614988,STN-EDSA-01,AQM-005,EDSA-Guadalupe,60.69,91.08,1.57,117.47,30.73,34.6,84.1,2.18,422.58,Unhealthy
2026-05-09 06:15:30.615007,STN-C5-03,AQM-001,C5-Pasig,26.1,13.32,1.43,142.7,12.12,35.5,66.4,5.79,296.56,Unhealthy
2026-05-09 05:17:30.615026,STN-ESP-02,AQM-002,España-UST,33.01,99.86,2.77,89.26,34.98,29.2,80.0,2.43,347.45,Unhealthy
2026-05-09 09:20:30.615045,STN-ESP-02,AQM-001,España-UST,59.87,65.21,0.7,82.36,27.92,31.3,81.8,5.39,328.51,Unhealthy
2026-05-09 09:08:30.615064,STN-ESP-02,AQM-001,España-UST,19.7,67.42,0.67,51.78,49.22,32.9,88.8,4.59,204.68,Unhealthy
2026-05-09 13:04:30.615083,STN-C5-03,AQM-003,C5-Pasig,10.92,43.04,1.81,122.45,5.81,34.4,55.7,3.67,275.28,Unhealthy
2026-05-09 15:35:30.615102,STN-QUI-04,AQM-005,Quiapo-Plaza Miranda,42.02,113.29,2.06,118.33,5.87,31.2,88.0,1.82,418.05,Unhealthy
2026-05-10 01:06:30.615121,STN-UPD-05,AQM-005,UP Diliman,7.18,54.02,0.55,49.11,23.89,27.5,82.7,1.04,158.31,Unhealthy
2026-05-09 09:42:30.615140,STN-QUI-04,AQM-001,Quiapo-Plaza Miranda,63.51,40.8,2.63,53.9,40.63,28.6,58.5,2.82,283.16,Unhealthy
2026-05-09 15:08:30.615159,STN-EDSA-01,AQM-002,EDSA-Guadalupe,39.75,122.51,2.26,28.19,39.15,31.2,64.4,2.91,291.4,Unhealthy
2026-05-09 07:41:30.615180,STN-ESP-02,AQM-005,España-UST,17.08,97.4,1.52,86.32,24.51,31.3,61.5,1.63,295.71,Unhealthy
2026-05-09 11:14:30.615199,STN-ESP-02,AQM-003,España-UST,38.34,105.29,0.7,121.58,59.93,35.2,75.3,1.75,392.39,Unhealthy
2026-05-09 05:31:30.615217,STN-ESP-02,AQM-003,España-UST,24.63,109.29,1.92,95.01,35.43,26.4,53.1,2.89,342.14,Unhealthy
2026-05-09 14:29:30.615236,STN-ESP-02,AQM-005,España-UST,40.45,37.33,1.08,70.05,56.57,31.6,70.5,1.64,241.59,Unhealthy
2026-05-09 07:23:30.615255,STN-EDSA-01,AQM-001,EDSA-Guadalupe,66.85,39.43,1.09,112.84,28.32,30.9,82.2,4.37,361.19,Unhealthy
2026-05-09 17:10:30.615274,STN-UPD-05,AQM-004,UP Diliman,29.75,8.49,0.71,20.03,56.55,29.7,52.1,0.86,106.87,Unhealthy for Sensitive
2026-05-09 06:54:30.615293,STN-ESP-02,AQM-001,España-UST,20.71,25.25,2.24,138.24,25.91,27.3,75.3,0.95,301.52,Unhealthy
2026-05-09 18:03:30.615312,STN-ESP-02,AQM-005,España-UST,43.72,51.32,1.0,125.36,24.07,27.7,53.7,5.2,347.08,Unhealthy
2026-05-09 11:29:30.615331,STN-ESP-02,AQM-004,España-UST,27.96,38.52,0.47,35.22,35.49,26.2,66.2,5.97,159.64,Unhealthy
2026-05-09 06:21:30.615349,STN-C5-03,AQM-005,C5-Pasig,13.98,26.79,1.59,136.54,43.72,28.3,57.9,4.39,280.8,Unhealthy
2026-05-09 15:39:30.615368,STN-ESP-02,AQM-004,España-UST,7.97,49.08,2.0,155.26,22.49,25.6,84.0,5.93,327.78,Unhealthy
2026-05-09 22:41:30.615387,STN-ESP-02,AQM-004,España-UST,16.85,103.76,2.13,102.14,50.59,35.8,52.3,1.72,332.75,Unhealthy
2026-05-09 13:03:30.615406,STN-ESP-02,AQM-003,España-UST,40.94,89.04,2.22,18.08,41.85,35.0,80.8,4.88,238.04,Unhealthy
2026-05-09 03:30:30.615425,STN-ESP-02,AQM-004,España-UST,48.74,37.96,2.07,148.79,54.27,32.1,66.1,1.34,386.91,Unhealthy
2026-05-09 05:00:30.615446,STN-UPD-05,AQM-005,UP Diliman,22.6,48.87,1.23,64.34,33.63,35.9,88.7,2.01,212.61,Unhealthy
2026-05-09 11:12:30.615465,STN-UPD-05,AQM-004,UP Diliman,6.77,36.66,1.33,26.43,33.88,28.1,62.1,2.84,110.45,Unhealthy for Sensitive
2026-05-09 17:47:30.615483,STN-QUI-04,AQM-001,Quiapo-Plaza Miranda,43.62,100.55,1.63,73.29,6.18,25.5,84.4,0.87,334.16,Unhealthy
2026-05-09 17:04:30.615502,STN-EDSA-01,AQM-004,EDSA-Guadalupe,50.43,32.32,0.55,91.83,16.64,34.3,81.0,1.74,282.84,Unhealthy
2026-05-09 14:28:30.615521,STN-UPD-05,AQM-003,UP Diliman,10.08,34.23,0.85,38.24,18.0,33.3,59.3,4.2,127.06,Unhealthy for Sensitive
2026-05-09 04:54:30.615539,STN-EDSA-01,AQM-005,EDSA-Guadalupe,10.36,130.37,2.22,174.71,59.29,26.3,72.4,1.5,461.43,Unhealthy
2026-05-09 23:37:30.615558,STN-EDSA-01,AQM-004,EDSA-Guadalupe,43.31,81.74,2.79,46.34,32.51,27.9,59.1,0.93,282.11,Unhealthy
2026-05-10 00:52:30.615577,STN-UPD-05,AQM-003,UP Diliman,10.29,17.26,0.54,67.33,10.05,34.7,66.8,3.56,147.67,Unhealthy for Sensitive
2026-05-09 23:24:30.615596,STN-EDSA-01,AQM-003,EDSA-Guadalupe,15.13,69.57,2.88,120.69,24.75,34.6,86.1,1.23,323.55,Unhealthy
2026-05-09 18:38:30.615614,STN-QUI-04,AQM-004,Quiapo-Plaza Miranda,38.27,103.74,0.96,120.24,33.51,24.9,65.8,1.54,390.95,Unhealthy
2026-05-09 16:59:30.615633,STN-ESP-02,AQM-002,España-UST,51.9,21.63,0.58,82.94,31.34,32.1,56.6,3.92,259.93,Unhealthy
2026-05-09 05:57:30.615652,STN-ESP-02,AQM-001,España-UST,31.35,70.59,0.37,51.69,10.35,28.6,71.8,5.84,228.63,Unhealthy
2026-05-10 01:10:30.615671,STN-UPD-05,AQM-005,UP Diliman,12.06,51.67,0.85,64.62,35.86,26.2,72.6,1.8,191.56,Unhealthy
2026-05-09 06:29:30.615690,STN-C5-03,AQM-005,C5-Pasig,16.9,21.49,1.17,128.94,45.8,28.0,54.2,1.86,264.72,Unhealthy
2026-05-09 03:46:30.615709,STN-EDSA-01,AQM-002,EDSA-Guadalupe,53.79,55.46,2.97,105.27,13.0,26.0,87.6,3.74,361.73,Unhealthy
2026-05-09 23:50:30.615727,STN-C5-03,AQM-004,C5-Pasig,21.64,91.3,0.37,37.65,24.35,27.0,54.5,4.89,212.97,Unhealthy
2026-05-09 23:13:30.615748,STN-UPD-05,AQM-003,UP Diliman,17.88,35.6,0.39,93.54,41.41,30.9,63.7,3.16,222.66,Unhealthy
2026-05-09 11:05:30.615767,STN-UPD-05,AQM-004,UP Diliman,5.5,28.81,1.17,75.58,58.85,34.3,86.0,5.43,170.63,Unhealthy
2026-05-09 15:24:30.615786,STN-ESP-02,AQM-005,España-UST,38.0,78.48,1.59,61.13,43.95,29.4,68.1,1.39,277.81,Unhealthy
2026-05-09 12:03:30.615804,STN-UPD-05,AQM-001,UP Diliman,4.12,15.11,1.38,90.49,23.79,29.9,80.4,2.33,175.94,Unhealthy
2026-05-09 22:33:30.615823,STN-EDSA-01,AQM-005,EDSA-Guadalupe,65.48,79.53,2.59,184.16,32.99,25.8,52.6,4.73,528.53,Unhealthy
2026-05-10 01:03:30.615842,STN-EDSA-01,AQM-002,EDSA-Guadalupe,65.09,64.23,2.18,47.6,43.0,27.0,75.7,5.37,300.51,Unhealthy
2026-05-09 23:58:30.615861,STN-C5-03,AQM-002,C5-Pasig,23.52,75.74,2.11,71.81,11.5,32.3,88.3,5.47,266.71,Unhealthy
2026-05-10 00:49:30.615880,STN-EDSA-01,AQM-001,EDSA-Guadalupe,27.36,53.4,3.48,125.68,57.07,31.2,84.7,5.87,342.16,Unhealthy
2026-05-09 15:42:30.615899,STN-ESP-02,AQM-004,España-UST,41.18,85.28,1.93,48.49,20.07,27.6,55.3,0.7,276.78,Unhealthy
2026-05-09 06:49:30.615917,STN-UPD-05,AQM-001,UP Diliman,22.45,17.25,1.52,70.34,21.26,28.8,63.5,4.48,186.33,Unhealthy
2026-05-09 09:33:30.615936,STN-C5-03,AQM-005,C5-Pasig,6.41,94.37,1.53,128.62,7.94,29.3,76.9,2.68,334.31,Unhealthy
